name;number;set;warehouse_code;price;image;variant;sold;added_at
Pidgeot ex;225;Obsidian Flames;K100R1P0587;70.79;https://sklep839679.shoparena.pl/upload/images/3/img1673.jpg;common;;2025-09-09
Sunflora;169;Twilight Masquerade;K100R1P0588;20.41;https://sklep839679.shoparena.pl/upload/images/3/img1674.jpg;common;;2025-09-09
Eternatus V;21;Lost Origin;K100R1P0589;23.55;https://sklep839679.shoparena.pl/upload/images/3/img1675.jpg;common;;2025-09-09
Iron Thorns ex;196;Twilight Masquerade;K100R1P0558;12.71;https://sklep839679.shoparena.pl/upload/images/3/img1676.jpg;common;;2025-09-09
Hyper Aroma;152;Twilight Masquerade;K100R1P0590;3.60;https://sklep839679.shoparena.pl/upload/images/3/img1677.jpg;common;;2025-09-09
Stunfisk;202;Surging Sparks;K100R1P0591;8.79;https://sklep839679.shoparena.pl/upload/images/3/img1678.jpg;common;1;2025-09-09
Frosmoth;7;SWSH Black Star Promos;K100R1P0592;65.40;https://sklep839679.shoparena.pl/upload/images/3/img1679.jpg;common;;2025-09-09
Vikavolt V;60;Darkness Ablaze;K100R1P0593;5.44;https://sklep839679.shoparena.pl/upload/images/3/img1680.jpg;common;;2025-09-09
Terapagos ex;92;Prismatic Evolutions;K100R1P0594;6.30;https://sklep839679.shoparena.pl/upload/images/3/img1681.jpg;common;;2025-09-09
Snorlax ex;76;Prismatic Evolutions;K100R1P0595;4.95;https://sklep839679.shoparena.pl/upload/images/3/img1682.jpg;common;;2025-09-09
Snorlax ex;76;Prismatic Evolutions;K100R1P0596;4.95;https://sklep839679.shoparena.pl/upload/images/3/img1683.jpg;common;;2025-09-09
Snorlax ex;76;Prismatic Evolutions;K100R1P0597;4.95;https://sklep839679.shoparena.pl/upload/images/3/img1684.jpg;common;;2025-09-09
Snorlax ex;76;Prismatic Evolutions;K100R1P0598;4.95;https://sklep839679.shoparena.pl/upload/images/3/img1685.jpg;common;;2025-09-09
Garchomp V;117;Astral Radiance;K100R1P0599;4.87;https://sklep839679.shoparena.pl/upload/images/3/img1686.jpg;common;;2025-09-09
Infernape V;252;SWSH Black Star Promos;K100R1P0600;6.28;https://sklep839679.shoparena.pl/upload/images/3/img1687.jpg;common;;2025-09-09
Dracovish V;114;Brilliant Stars;K100R1P0601;4.08;https://sklep839679.shoparena.pl/upload/images/3/img1688.jpg;common;;2025-09-09
Morpeko;206;Paradox Rift;K100R1P0602;73.57;https://sklep839679.shoparena.pl/upload/images/3/img1689.jpg;common;;2025-09-09
Alcremie VMAX;73;Shining Fates;K100R1P0603;13.45;https://sklep839679.shoparena.pl/upload/images/3/img1690.jpg;common;;2025-09-09
Magby;186;Paradox Rift;K100R1P0604;64.83;https://sklep839679.shoparena.pl/upload/images/3/img1691.jpg;common;;2025-09-09
Floragato;197;Paldea Evolved;K100R1P0605;49.08;https://sklep839679.shoparena.pl/upload/images/3/img1692.jpg;common;;2025-09-09
Snorunt;188;Paradox Rift;K100R1P0606;46.10;https://sklep839679.shoparena.pl/upload/images/4/img1693.jpg;common;;2025-09-09
Keldeo;7;Crown Zenith;K100R1P0607;37.65;https://sklep839679.shoparena.pl/upload/images/4/img1694.jpg;common;;2025-09-09
Absol;16;Crown Zenith;K100R1P0608;26.70;https://sklep839679.shoparena.pl/upload/images/4/img1695.jpg;common;;2025-09-09
Mudsdale;175;Temporal Forces;K100R1P0609;23.60;https://sklep839679.shoparena.pl/upload/images/4/img1696.jpg;common;;2025-09-09
Skeledirge ex;258;Paldea Evolved;K100R1P0610;93.50;https://sklep839679.shoparena.pl/upload/images/4/img1697.jpg;common;;2025-09-09
Drapion V;49;Crown Zenith;K100R1P0611;32.95;https://sklep839679.shoparena.pl/upload/images/4/img1698.jpg;common;;2025-09-09
Golisopod ex;246;Paradox Rift;K100R1P0612;85.50;https://sklep839679.shoparena.pl/upload/images/4/img1699.jpg;common;;2025-09-09
Bloodmoon Ursaluna ex;216;Twilight Masquerade;K100R1P0613;157.25;https://sklep839679.shoparena.pl/upload/images/4/img1700.jpg;common;;2025-09-09
Glaceon VSTAR;40;Crown Zenith;K100R1P0614;275.69;https://sklep839679.shoparena.pl/upload/images/4/img1701.jpg;common;;2025-09-09
Sandaconda V;252;Fusion Strike;K100R1P0615;27.43;https://sklep839679.shoparena.pl/upload/images/4/img1702.jpg;common;;2025-09-09
Noivern V;195;Evolving Skies;K100R1P0616;24.85;https://sklep839679.shoparena.pl/upload/images/4/img1703.jpg;common;;2025-09-09
Zeraora VSTAR;43;Crown Zenith;K100R1P0617;104.65;https://sklep839679.shoparena.pl/upload/images/4/img1704.jpg;common;;2025-09-09
Mew VMAX;30;Lost Origin;K100R1P0618;58.05;https://sklep839679.shoparena.pl/upload/images/4/img1705.jpg;common;;2025-09-09
Centiskorch V;14;Lost Origin;K100R1P0619;20.95;https://sklep839679.shoparena.pl/upload/images/4/img1706.jpg;common;;2025-09-09
Pidgeot ex;217;Obsidian Flames;K100R1P0620;14.39;https://sklep839679.shoparena.pl/upload/images/4/img1707.jpg;common;;2025-09-09
Houndoom V;178;Darkness Ablaze;K100R1P0621;25.55;https://sklep839679.shoparena.pl/upload/images/4/img1708.jpg;common;;2025-09-09
Hisuian Arcanine V;179;Silver Tempest;K100R1P0622;18.68;https://sklep839679.shoparena.pl/upload/images/4/img1709.jpg;common;;2025-09-09
Grotle;164;Temporal Forces;K100R1P0623;40.08;https://sklep839679.shoparena.pl/upload/images/4/img1710.jpg;common;;2025-09-09
Porygon-Z;214;Paradox Rift;K100R1P0624;35.10;https://sklep839679.shoparena.pl/upload/images/4/img1711.jpg;common;;2025-09-09
Greedent ex;179;Obsidian Flames;K100R1P0625;5.28;https://sklep839679.shoparena.pl/upload/images/4/img1712.jpg;common;;2025-09-09
Grafaiai ex;100;SVP Black Star Promos;K100R1P0626;2.99;https://sklep839679.shoparena.pl/upload/images/4/img1713.jpg;common;;2025-09-11
Klawf ex;120;Obsidian Flames;K100R1P0627;4.93;https://sklep839679.shoparena.pl/upload/images/4/img1714.jpg;common;;2025-09-11
Bloodmoon Ursaluna ex;141;Twilight Masquerade;K100R1P0628;8.76;https://sklep839679.shoparena.pl/upload/images/4/img1715.jpg;common;;2025-09-11
Infernape;173;Twilight Masquerade;K100R1P0629;52.22;https://sklep839679.shoparena.pl/upload/images/4/img1716.jpg;common;;2025-09-11
Tatsugiri;186;Twilight Masquerade;K100R1P0630;61.61;https://sklep839679.shoparena.pl/upload/images/4/img1717.jpg;common;;2025-09-11
Lunatone;11;Crown Zenith;K100R1P0631;22.90;https://sklep839679.shoparena.pl/upload/images/4/img1718.jpg;common;;2025-09-11
Magnezone VSTAR;57;Lost Origin;K100R1P0632;4.04;https://sklep839679.shoparena.pl/upload/images/4/img1719.jpg;common;;2025-09-11
Ortega;141;Prismatic Evolutions;K100R1P0633;5.39;https://sklep839679.shoparena.pl/upload/images/4/img1720.jpg;common;;2025-09-11
Beautifly;5;Roaring Skies;K100R1P0634;6.55;https://sklep839679.shoparena.pl/upload/images/4/img1721.jpg;reverse;;2025-09-11
Gabite;69;BREAKpoint;K100R1P0635;6.30;https://sklep839679.shoparena.pl/upload/images/4/img1722.jpg;reverse;;2025-09-11
Hisuian Lilligant VSTAR;18;Astral Radiance;K100R1P0636;7.86;https://sklep839679.shoparena.pl/upload/images/4/img1723.jpg;common;;2025-09-11
Magnezone;54;BREAKthrough;K100R1P0637;7.85;https://sklep839679.shoparena.pl/upload/images/4/img1724.jpg;holo;;2025-09-11
Machoke;41;Generations;K100R1P0638;5.10;https://sklep839679.shoparena.pl/upload/images/4/img1725.jpg;reverse;;2025-09-11
Doublade;99;Primal Clash;K100R1P0639;2.25;https://sklep839679.shoparena.pl/upload/images/4/img1726.jpg;reverse;;2025-09-11
Energy Recycler;72;Ancient Origins;K100R1P0640;6.55;https://sklep839679.shoparena.pl/upload/images/4/img1727.jpg;reverse;;2025-09-11
Starly;125;BREAKthrough;K100R1P0641;2.55;https://sklep839679.shoparena.pl/upload/images/4/img1728.jpg;reverse;;2025-09-11
Doduo;55;Generations;K100R1P0642;3.90;https://sklep839679.shoparena.pl/upload/images/4/img1729.jpg;reverse;;2025-09-11
Special Charge;105;Steam Siege;K100R1P0643;9.90;https://sklep839679.shoparena.pl/upload/images/4/img1730.jpg;reverse;;2025-09-11
Inkay;93;BREAKthrough;K100R1P0644;2.36;https://sklep839679.shoparena.pl/upload/images/4/img1731.jpg;reverse;;2025-09-11
Drilbur;89;Primal Clash;K100R1P0645;2.35;https://sklep839679.shoparena.pl/upload/images/4/img1732.jpg;reverse;;2025-09-11
Chatot;128;BREAKthrough;K100R1P0646;3.41;https://sklep839679.shoparena.pl/upload/images/4/img1733.jpg;reverse;;2025-09-11
Meditite;79;Primal Clash;K100R1P0647;2.88;https://sklep839679.shoparena.pl/upload/images/4/img1734.jpg;reverse;;2025-09-11
Stantler;91;BREAKpoint;K100R1P0648;2.35;https://sklep839679.shoparena.pl/upload/images/4/img1735.jpg;reverse;;2025-09-11
Pawmot ex;73;Obsidian Flames;K100R1P0649;4.24;https://sklep839679.shoparena.pl/upload/images/4/img1736.jpg;common;;2025-09-11
Magcargo ex;29;Twilight Masquerade;K100R1P0650;2.73;https://sklep839679.shoparena.pl/upload/images/4/img1737.jpg;common;;2025-09-11
Wugtrio ex;60;Temporal Forces;K100R1P0651;2.99;https://sklep839679.shoparena.pl/upload/images/4/img1738.jpg;common;;2025-09-11
Gouging Fire ex;38;Temporal Forces;K100R1P0652;4.10;https://sklep839679.shoparena.pl/upload/images/4/img1739.jpg;common;;2025-09-11
Eiscue V;55;Rebel Clash;K100R1P0653;3.67;https://sklep839679.shoparena.pl/upload/images/4/img1740.jpg;common;;2025-09-11
Squawkabilly ex;75;Paldean Fates;K100R1P0654;4.19;https://sklep839679.shoparena.pl/upload/images/4/img1741.jpg;common;;2025-09-11
Flittle;164;Paldean Fates;K100R1P0655;11.95;https://sklep839679.shoparena.pl/upload/images/4/img1742.jpg;common;;2025-09-11
Copperajah;91;Shining Fates;K100R1P0656;12.50;https://sklep839679.shoparena.pl/upload/images/4/img1743.jpg;common;;2025-09-11
Bibarel;188;Brilliant Stars;K100R1P0657;7.85;https://sklep839679.shoparena.pl/upload/images/4/img1744.jpg;common;;2025-09-11
Wellspring Mask Ogerpon ex;64;Twilight Masquerade;K100R1P0658;5.10;https://sklep839679.shoparena.pl/upload/images/4/img1745.jpg;common;;2025-09-11
Hisuian Typhlosion VSTAR;54;Astral Radiance;K100R1P0659;10.40;https://sklep839679.shoparena.pl/upload/images/4/img1746.jpg;common;;2025-09-11
Galarian Slowking VMAX;100;Chilling Reign;K100R1P0660;7.85;https://sklep839679.shoparena.pl/upload/images/4/img1747.jpg;common;;2025-09-11
Cinderace VMAX;19;Shining Fates;K100R1P0661;8.90;https://sklep839679.shoparena.pl/upload/images/4/img1748.jpg;common;;2025-09-11
Heliolisk;177;Twilight Masquerade;K100R1P0662;17.30;https://sklep839679.shoparena.pl/upload/images/4/img1749.jpg;common;;2025-09-11
Hop's Zacian ex;193;SVP Black Star Promos;K100R1P0663;3.90;https://sklep839679.shoparena.pl/upload/images/4/img1750.jpg;common;;2025-09-11
Slither Wing;203;Paradox Rift;K100R1P0664;22.13;https://sklep839679.shoparena.pl/upload/images/4/img1751.jpg;common;;2025-09-11
Mankey;169;Paldean Fates;K100R1P0665;15.36;https://sklep839679.shoparena.pl/upload/images/4/img1752.jpg;common;;2025-09-11
Espathra;197;Paradox Rift;K100R1P0666;36.86;https://sklep839679.shoparena.pl/upload/images/4/img1753.jpg;common;;2025-09-11
Melmetal ex;105;Stellar Crown;K100R1P0667;3.41;https://sklep839679.shoparena.pl/upload/images/4/img1754.jpg;common;;2025-09-11
Orthworm ex;110;Stellar Crown;K100R1P0668;3.15;https://sklep839679.shoparena.pl/upload/images/4/img1755.jpg;common;;2025-09-11
Deluxe Bomb;134;Stellar Crown;K100R1P0669;1.78;https://sklep839679.shoparena.pl/upload/images/4/img1756.jpg;common;;2025-09-11
Lapras ex;32;Stellar Crown;K100R1P0671;7.30;https://sklep839679.shoparena.pl/upload/images/4/img1757.jpg;common;;2025-09-11
Sparkling Crystal;142;Stellar Crown;K100R1P0672;3.04;https://sklep839679.shoparena.pl/upload/images/4/img1758.jpg;common;;2025-09-11
Salamence ex;114;Journey Together;K100R1P0673;3.77;https://sklep839679.shoparena.pl/upload/images/4/img1759.jpg;common;;2025-09-11
Koraidon ex;125;Scarlet & Violet;K100R1P0674;3.15;https://sklep839679.shoparena.pl/upload/images/4/img1760.jpg;common;;2025-09-11
Kingdra ex;12;Shrouded Fable;K100R1P0675;3.30;https://sklep839679.shoparena.pl/upload/images/4/img1761.jpg;common;;2025-09-11
Cinccino;9;SWSH Black Star Promos;K100R1P0676;131.10;https://sklep839679.shoparena.pl/upload/images/4/img1762.jpg;common;;2025-09-11
Houndoom;90;SWSH Black Star Promos;K100R1P0677;70.25;https://sklep839679.shoparena.pl/upload/images/4/img1763.jpg;common;;2025-09-11
Staryu;118;Paldean Fates;K100R1P0678;21.71;https://sklep839679.shoparena.pl/upload/images/4/img1764.jpg;common;;2025-09-11
Terapagos ex;92;Prismatic Evolutions;K100R1P0679;3.09;https://sklep839679.shoparena.pl/upload/images/4/img1765.jpg;common;;2025-09-11
Galvantula ex;168;Stellar Crown;K100R1P0680;119.54;https://sklep839679.shoparena.pl/upload/images/4/img1766.jpg;common;;2025-09-11
Coalossal VMAX;189;Vivid Voltage;K100R1P0681;35.18;https://sklep839679.shoparena.pl/upload/images/4/img1767.jpg;common;;2025-09-11
Grimmsnarl ex;136;Destined Rivals;K100R1P0682;7.39;https://sklep839679.shoparena.pl/upload/images/4/img1768.jpg;common;;2025-09-11
Team Rocket's Moltres ex;31;Destined Rivals;K100R1P0683;4.20;https://sklep839679.shoparena.pl/upload/images/4/img1769.jpg;common;;2025-09-11
Golem ex;76;151;K100R1P0684;7.24;https://sklep839679.shoparena.pl/upload/images/4/img1770.jpg;common;;2025-09-11
Glaceon ex;26;Prismatic Evolutions;K100R1P0685;11.50;https://sklep839679.shoparena.pl/upload/images/4/img1771.jpg;common;;2025-09-11
Team Rocket's Mewtwo ex;81;Destined Rivals;K100R1P0686;7.65;https://sklep839679.shoparena.pl/upload/images/4/img1772.jpg;common;;2025-09-11
Regirock ex;101;Destined Rivals;K100R1P0687;3.04;https://sklep839679.shoparena.pl/upload/images/4/img1773.jpg;common;;2025-09-12
Mimikyu ex;69;Journey Together;K100R1P0688;3.67;https://sklep839679.shoparena.pl/upload/images/4/img1774.jpg;common;;2025-09-12
Yanmega ex;3;Destined Rivals;K100R1P0689;3.98;https://sklep839679.shoparena.pl/upload/images/4/img1775.jpg;common;;2025-09-12
Ampharos V;49;Vivid Voltage;K100R1P0690;6.61;https://sklep839679.shoparena.pl/upload/images/4/img1776.jpg;common;;2025-09-12
Ceruledge ex;36;Surging Sparks;K100R1P0691;8.18;https://sklep839679.shoparena.pl/upload/images/4/img1777.jpg;common;;2025-09-12
Scovillain ex;37;Surging Sparks;K100R1P0692;2.88;https://sklep839679.shoparena.pl/upload/images/4/img1778.jpg;common;;2025-09-12
Scovillain ex;37;Surging Sparks;K100R1P0693;2.88;https://sklep839679.shoparena.pl/upload/images/4/img1779.jpg;common;;2025-09-12
Enriching Energy;191;Surging Sparks;K100R1P0694;4.35;https://sklep839679.shoparena.pl/upload/images/4/img1780.jpg;common;;2025-09-12
Flamigo ex;160;Surging Sparks;K100R1P0695;2.46;https://sklep839679.shoparena.pl/upload/images/4/img1781.jpg;common;;2025-09-12
Cinderace ex;28;Stellar Crown;K100R1P0696;6.13;https://sklep839679.shoparena.pl/upload/images/4/img1782.jpg;common;;2025-09-12
Greninja ex;41;Stellar Crown;K100R1P0697;4.61;https://sklep839679.shoparena.pl/upload/images/4/img1783.jpg;common;;2025-09-12
Arcanine ex;32;Scarlet & Violet;K100R1P0698;5.24;https://sklep839679.shoparena.pl/upload/images/4/img1784.jpg;common;;2025-09-12
Melmetal ex;105;Stellar Crown;K100R1P0699;3.36;https://sklep839679.shoparena.pl/upload/images/4/img1785.jpg;common;;2025-09-12
Dachsbun ex;67;Stellar Crown;K100R1P0700;4.35;https://sklep839679.shoparena.pl/upload/images/4/img1786.jpg;common;;2025-09-12
Maximum Belt;117;Prismatic Evolutions;K100R1P0701;4.10;https://sklep839679.shoparena.pl/upload/images/4/img1787.jpg;common;;2025-09-12
Maximum Belt;117;Prismatic Evolutions;K100R1P0702;4.10;https://sklep839679.shoparena.pl/upload/images/4/img1788.jpg;common;;2025-09-12
Noivern ex;91;Prismatic Evolutions;K100R1P0703;3.67;https://sklep839679.shoparena.pl/upload/images/4/img1789.jpg;common;;2025-09-12
Volcanion EX;31;Journey Together;K100R1P0704;3.72;https://sklep839679.shoparena.pl/upload/images/4/img1790.jpg;common;;2025-09-12
Iono's Bellibolt ex;53;Journey Together;K100R1P0705;3.51;https://sklep839679.shoparena.pl/upload/images/4/img1791.jpg;common;;2025-09-12
Treasure Tracker;131;Prismatic Evolutions;K100R1P0706;2.10;https://sklep839679.shoparena.pl/upload/images/4/img1792.jpg;common;;2025-09-12
Imakuni?'s Doduo;112;Evolutions;K100R2P0000;13.64;https://sklep839679.shoparena.pl/upload/images/5/img1873.jpg;common;;2025-09-16
Exeggutor;109;Evolutions;K100R2P0001;14.50;https://sklep839679.shoparena.pl/upload/images/5/img1874.jpg;common;;2025-09-16
Chesnaught;11;BREAKthrough;K100R2P0002;26.12;https://sklep839679.shoparena.pl/upload/images/5/img1875.jpg;reverse;;2025-09-16
Snorlax;58;Generations;K100R2P0003;24.56;https://sklep839679.shoparena.pl/upload/images/5/img1876.jpg;reverse;;2025-09-16
Froslass;8;Generations;K100R2P0004;6.79;https://sklep839679.shoparena.pl/upload/images/5/img1877.jpg;holo;;2025-09-16
Baltoy;32;Ancient Origins;K100R2P0005;6.55;https://sklep839679.shoparena.pl/upload/images/5/img1878.jpg;common;;2025-09-16
Chespin;8;BREAKthrough;K100R2P0006;6.05;https://sklep839679.shoparena.pl/upload/images/5/img1879.jpg;reverse;;2025-09-16
Froakie;38;BREAKpoint;K100R2P0007;2.60;https://sklep839679.shoparena.pl/upload/images/5/img1880.jpg;reverse;;2025-09-16
Dragalge;86;BREAKpoint;K100R2P0008;6.50;https://sklep839679.shoparena.pl/upload/images/5/img1881.jpg;reverse;;2025-09-16
Bunnelby;121;Primal Clash;K100R2P0009;12.50;https://sklep839679.shoparena.pl/upload/images/5/img1882.jpg;common;;2025-09-16
Gorebyss;52;Primal Clash;K100R2P0010;13.10;https://sklep839679.shoparena.pl/upload/images/5/img1883.jpg;common;;2025-09-16
Pikachu;153;SWSH Black Star Promos;K100R2P0011;52.25;https://sklep839679.shoparena.pl/upload/images/5/img1884.jpg;holo;;2025-09-16
Serperior ex;3;Black Bolt;K100R2P0012;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1885.jpg;common;;2025-09-16
Keldeo E;30;White Flare;K100R2P0013;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1886.jpg;common;;2025-09-16
Jellicent ex;45;White Flare;K100R2P0014;3.81;https://sklep839679.shoparena.pl/upload/images/5/img1887.jpg;common;;2025-09-16
Watchog;73;White Flare;K100R2P0015;2.60;https://sklep839679.shoparena.pl/upload/images/5/img1888.jpg;common;;2025-09-16
Victini;12;Black & White;K100R2P0016;1.15;https://sklep839679.shoparena.pl/upload/images/5/img1889.jpg;common;;2025-09-16
Reuniclus;212;SVP Black Star Promos;K100R2P0017;6.10;https://sklep839679.shoparena.pl/upload/images/5/img1890.jpg;common;;2025-09-16
Gothitelle;211;SVP Black Star Promos;K100R2P0018;7.80;https://sklep839679.shoparena.pl/upload/images/5/img1891.jpg;common;;2025-09-16
Munna;116;Black Bolt;K100R2P0019;35.53;https://sklep839679.shoparena.pl/upload/images/5/img1892.jpg;common;;2025-09-16
Victini;208;SVP Black Star Promos;K100R2P0020;57.45;https://sklep839679.shoparena.pl/upload/images/5/img1893.jpg;common;;2025-09-16
Scraggy;138;White Flare;K100R2P0021;37.35;https://sklep839679.shoparena.pl/upload/images/5/img1894.jpg;common;;2025-09-16
Yanmega EX;206;Destined Rivals;K100R2P0022;14.89;https://sklep839679.shoparena.pl/upload/images/5/img1895.jpg;common;;2025-09-16
Blaziken;192;Destined Rivals;K100R2P0023;61.65;https://sklep839679.shoparena.pl/upload/images/5/img1896.jpg;common;;2025-09-16
Survival Brace;164;Twilight Masquerade;K100R2P0024;2.77;https://sklep839679.shoparena.pl/upload/images/5/img1897.jpg;common;;2025-09-16
Survival Brace;164;Twilight Masquerade;K100R2P0025;2.77;https://sklep839679.shoparena.pl/upload/images/5/img1898.jpg;common;;2025-09-16
Survival Brace;164;Twilight Masquerade;K100R2P0026;2.77;https://sklep839679.shoparena.pl/upload/images/5/img1899.jpg;common;;2025-09-16
Scoop Up Cyclone;162;Twilight Masquerade;K100R2P0027;2.56;https://sklep839679.shoparena.pl/upload/images/5/img1900.jpg;common;;2025-09-16
Legacy Energy;167;Twilight Masquerade;K100R2P0028;5.12;https://sklep839679.shoparena.pl/upload/images/5/img1901.jpg;common;;2025-09-16
Alakazam ex;50;SVP Black Star Promos;K100R2P0029;4.20;https://sklep839679.shoparena.pl/upload/images/5/img1902.jpg;common;;2025-09-16
Dialga ex;180;SVP Black Star Promos;K100R2P0030;4.95;https://sklep839679.shoparena.pl/upload/images/5/img1903.jpg;common;;2025-09-16
Prime Catcher;157;Temporal Forces;K100R2P0031;7.85;https://sklep839679.shoparena.pl/upload/images/5/img1904.jpg;common;;2025-09-16
Prime Catcher;157;Temporal Forces;K100R2P0032;7.85;https://sklep839679.shoparena.pl/upload/images/5/img1905.jpg;common;;2025-09-16
Reboot Pod;158;Temporal Forces;K100R2P0033;2.61;https://sklep839679.shoparena.pl/upload/images/5/img1906.jpg;common;;2025-09-16
Maximum Belt;154;Temporal Forces;K100R2P0034;5.75;https://sklep839679.shoparena.pl/upload/images/5/img1907.jpg;common;;2025-09-16
Hero's Cape;152;Temporal Forces;K100R2P0035;18.80;https://sklep839679.shoparena.pl/upload/images/5/img1908.jpg;common;;2025-09-16
Reboot Pod;158;Temporal Forces;K100R2P0033;2.61;https://sklep839679.shoparena.pl/upload/images/5/img1909.jpg;common;;2025-09-16
Prime Catcher;157;Temporal Forces;K100R2P0034;7.85;https://sklep839679.shoparena.pl/upload/images/5/img1910.jpg;common;;2025-09-16
Hero's Cape;152;Temporal Forces;K100R2P0035;19.55;https://sklep839679.shoparena.pl/upload/images/5/img1911.jpg;common;;2025-09-16
Raging Bolt ex;123;Temporal Forces;K100R2P0036;17.04;https://sklep839679.shoparena.pl/upload/images/5/img1912.jpg;common;;2025-09-16
Gouging Fire ex;38;Temporal Forces;K100R2P0037;4.45;https://sklep839679.shoparena.pl/upload/images/5/img1913.jpg;common;;2025-09-16
Scovillain ex;22;Temporal Forces;K100R2P0038;3.65;https://sklep839679.shoparena.pl/upload/images/5/img1914.jpg;common;;2025-09-16
Dudunsparce ex;121;Journey Together;K100R2P0039;3.50;https://sklep839679.shoparena.pl/upload/images/5/img1915.jpg;common;;2025-09-16
Salamence EX;114;Journey Together;K100R2P0040;3.71;https://sklep839679.shoparena.pl/upload/images/5/img1916.jpg;common;;2025-09-16
Cetitan ex;65;Destined Rivals;K100R2P0041;2.88;https://sklep839679.shoparena.pl/upload/images/5/img1917.jpg;common;;2025-09-16
Gardevoir ex;29;Paldean Fates;K100R2P0042;5.12;https://sklep839679.shoparena.pl/upload/images/5/img1918.jpg;common;;2025-09-16
Dondozo ex;66;Destined Rivals;K100R2P0043;2.35;https://sklep839679.shoparena.pl/upload/images/5/img1919.jpg;common;;2025-09-16
Blastoise ex;9;151;K100R2P0044;9.51;https://sklep839679.shoparena.pl/upload/images/5/img1920.jpg;common;;2025-09-16
Blastoise ex;9;151;K100R2P0045;9.51;https://sklep839679.shoparena.pl/upload/images/5/img1921.jpg;common;;2025-09-16
Team Rocket's Persian ex;150;Destined Rivals;K100R2P0046;4.44;https://sklep839679.shoparena.pl/upload/images/5/img1922.jpg;common;;2025-09-16
Arceus V;122;Brilliant Stars;K100R2P0047;6.10;https://sklep839679.shoparena.pl/upload/images/5/img1923.jpg;common;;2025-09-16
Flying Pikachu V;6;Celebrations;K100R2P0048;10.50;https://sklep839679.shoparena.pl/upload/images/5/img1924.jpg;common;;2025-09-16
Enamorus V;82;Lost Origin;K100R2P0049;3.90;https://sklep839679.shoparena.pl/upload/images/5/img1925.jpg;common;;2025-09-16
Luxray ex;68;Twilight Masquerade;K100R2P0050;3.04;https://sklep839679.shoparena.pl/upload/images/5/img1926.jpg;common;;2025-09-16
Team Rocket's Moltres ex;31;Destined Rivals;K100R2P0051;4.20;https://sklep839679.shoparena.pl/upload/images/5/img1927.jpg;common;;2025-09-16
Team Rocket's Moltres ex;31;Destined Rivals;K100R2P0052;4.20;https://sklep839679.shoparena.pl/upload/images/5/img1928.jpg;common;;2025-09-16
Dondozo ex;66;Destined Rivals;K100R2P0053;2.35;https://sklep839679.shoparena.pl/upload/images/5/img1929.jpg;common;;2025-09-16
Ethan's Ho-Oh ex;39;Destined Rivals;K100R2P0054;6.10;https://sklep839679.shoparena.pl/upload/images/5/img1930.jpg;common;;2025-09-16
Giacomo;138;Prismatic Evolutions;K100R2P0055;4.71;https://sklep839679.shoparena.pl/upload/images/5/img1931.jpg;common;;2025-09-16
Prime Catcher;119;Prismatic Evolutions;K100R2P0056;5.50;https://sklep839679.shoparena.pl/upload/images/5/img1932.jpg;common;;2025-09-16
Iron Thorns ex;32;Prismatic Evolutions;K100R2P0057;4.20;https://sklep839679.shoparena.pl/upload/images/5/img1933.jpg;common;;2025-09-16
Terapagos ex;92;Prismatic Evolutions;K100R2P0058;6.30;https://sklep839679.shoparena.pl/upload/images/5/img1934.jpg;common;;2025-09-16
Treasure Tracker;131;Prismatic Evolutions;K100R2P0059;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1935.jpg;common;;2025-09-16
Mewtwo VSTAR;31;Pokémon GO;K100R2P0060;16.20;https://sklep839679.shoparena.pl/upload/images/5/img1936.jpg;common;;2025-09-16
Rayquaza V;110;Evolving Skies;K100R2P0061;8.80;https://sklep839679.shoparena.pl/upload/images/5/img1937.jpg;common;;2025-09-16
Hisuian Goodra V;135;Lost Origin;K100R2P0062;3.66;https://sklep839679.shoparena.pl/upload/images/5/img1938.jpg;common;;2025-09-16
Surfing Pikachu V;8;Celebrations;K100R2P0063;9.51;https://sklep839679.shoparena.pl/upload/images/5/img1939.jpg;common;;2025-09-16
Flutter Mane;43;Prismatic Evolutions;K100R2P0064;2.60;https://sklep839679.shoparena.pl/upload/images/5/img1940.jpg;common;;2025-09-16
Dunsparce;79;Prismatic Evolutions;K100R2P0065;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1941.jpg;common;;2025-09-16
Goldeen;20;Prismatic Evolutions;K100R2P0066;10.50;https://sklep839679.shoparena.pl/upload/images/5/img1942.jpg;common;;2025-09-16
Rescue Board;126;Prismatic Evolutions;K100R2P0067;2.35;https://sklep839679.shoparena.pl/upload/images/5/img1943.jpg;common;;2025-09-16
Jolteon;29;Prismatic Evolutions;K100R2P0068;8.35;https://sklep839679.shoparena.pl/upload/images/5/img1944.jpg;common;;2025-09-16
Drakloak;72;Prismatic Evolutions;K100R2P0069;5.20;https://sklep839679.shoparena.pl/upload/images/5/img1945.jpg;common;;2025-09-16
Black Belt's Training;98;Prismatic Evolutions;K100R2P0070;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1946.jpg;common;;2025-09-16
Black Belt's Training;99;Prismatic Evolutions;K100R2P0071;2.10;https://sklep839679.shoparena.pl/upload/images/5/img1947.jpg;common;;2025-09-16
